,entailScore,sentence1,sentence2
325,0.5159,water, what 
326,0.5159,water, condensation 
327,0.5159,water, element depletion from 
328,0.5159,water, a conserved current associated with the bosons 
329,0.5159,water, the opening of spin density wave -lrb- sdw -rrb- gap 
330,0.5159,water, things you do in your day 
331,0.5159,water, the release of latent heat as shown in 
332,0.5159,water, repeated heating and cooling cycles 
333,0.5159,water, basic catalysis of the reaction mixture 
334,0.5159,water, replacement of the bridge chlorine atoms by a co 
335,0.5159,water, rh reaching 100 % -rrb- or carbon 
336,0.5159,water, the enzyme 
337,0.5159,water, cooling 
338,0.5159,water, forced ventilation with air of a dew-point temperature higher than the temperature of the tubers 
339,0.5159,water, which 
340,0.5159,water," into contact with cool surfaces , such as glass "
341,0.5159,water, wet air -lrb- inside of girders -rrb- 
342,0.5159,water, to the point where the relative humidity is approximately
343,0.5159,liquid,excessive moisture in the house 
344,0.5159,liquid, what 
345,0.5159,liquid, condensation 
346,0.5159,liquid, element depletion from 
347,0.5159,liquid, a conserved current associated with the bosons 
348,0.5159,liquid, the opening of spin density wave -lrb- sdw -rrb- gap 
349,0.5159,liquid, things you do in your day 
350,0.5159,liquid, the release of latent heat as shown in 
351,0.5159,liquid, repeated heating and cooling cycles 
352,0.5159,liquid, basic catalysis of the reaction mixture 
353,0.5159,liquid, replacement of the bridge chlorine atoms by a co 
354,0.5159,liquid, rh reaching 100 % -rrb- or carbon 
355,0.5159,liquid, the enzyme 
356,0.5159,liquid, cooling 
357,0.5159,liquid, forced ventilation with air of a dew-point temperature higher than the temperature of the tubers 
358,0.5159,liquid, which 
359,0.5159,liquid," into contact with cool surfaces , such as glass "
360,0.5159,liquid, wet air -lrb- inside of girders -rrb- 
361,0.5159,liquid, to the point where the relative humidity is approximately
362,0.936,water,"the nature of the clouds , which tend to be convective , bringing brief periods of heavy "
363,0.936,water, added ca 
364,0.936,water, that the air can not hold it anymore 
365,0.936,water, atmospheric moisture 
366,0.936,water, reduction in water activity 
367,0.936,water, environment 
368,0.936,water, its incorporation into the antigen-antibody complex 
369,0.936,water, many processes that occur over a wide range of 
370,0.936,water, which 
371,0.936,water, that the air ca n't hold it anymore 
372,0.936,water, a volume uptake coefficient larger than 10 mol m3 pa1 
373,0.936,water," the anaerobic fermentation of volatile fatty acids -lrb- vfas -rrb- , which adds carbonate to and raises the ph of the leachate "
374,0.936,water, a combination of different processes causing 
375,0.936,water, by the earth 's warm surface 
376,0.936,water," saturated with moisture , and the condensation of water vapour leads to water droplets that fall to the "
377,0.936,water, the literature 
378,0.936,water, the 
379,0.936,water, dye to arabic acid 
380,0.936,water, micro-physical processes which involve air motion within the cloud 
381,0.936,water, saturated with water vapor 
382,0.936,water, oceanic circulation and the rain shadow effect 
383,0.936,water, the western disturbances which are 
384,0.936,water, dilution 
385,0.936,water, either in the
386,0.936,liquid,"the nature of the clouds , which tend to be convective , bringing brief periods of heavy "
387,0.936,liquid, added ca 
388,0.936,liquid, that the air can not hold it anymore 
389,0.936,liquid, atmospheric moisture 
390,0.936,liquid, reduction in water activity 
391,0.936,liquid, environment 
392,0.936,liquid, its incorporation into the antigen-antibody complex 
393,0.936,liquid, many processes that occur over a wide range of 
394,0.936,liquid, which 
395,0.936,liquid, that the air ca n't hold it anymore 
396,0.936,liquid, a volume uptake coefficient larger than 10 mol m3 pa1 
397,0.936,liquid," the anaerobic fermentation of volatile fatty acids -lrb- vfas -rrb- , which adds carbonate to and raises the ph of the leachate "
398,0.936,liquid, a combination of different processes causing 
399,0.936,liquid, by the earth 's warm surface 
400,0.936,liquid," saturated with moisture , and the condensation of water vapour leads to water droplets that fall to the "
401,0.936,liquid, the literature 
402,0.936,liquid, the 
403,0.936,liquid, dye to arabic acid 
404,0.936,liquid, micro-physical processes which involve air motion within the cloud 
405,0.936,liquid, saturated with water vapor 
406,0.936,liquid, oceanic circulation and the rain shadow effect 
407,0.936,liquid, the western disturbances which are 
408,0.936,liquid, dilution 
409,0.936,liquid, either in the
410,1.0,water,at the saturation condition and the heat provided by the wall 
411,1.0,water, the temperature of the waste 
412,1.0,water," , a complete reversal of the other situ - ations "
413,1.0,water, rapid warming of the particles which are either sedimenting and/or are blown downward 
414,1.0,water," in a dry , sealed bottle "
415,1.0,water, the inlet of hot gases -lrb- dispersed phase -rrb- 
416,1.0,water, the capillary rise of groundwater into the evaporation-influenced soil zone 
417,1.0,water, which 
418,1.0,water, at a depth of 1/7 
419,1.0,water, and the tiny droplets of liquid are converted into vapor 
420,1.0,water, warm enough that they turn into vapours and leave the cup and escape into the air 
421,1.0,water, temperatures well in excess of melt temperature of the powder particles -lrb- gao 
422,1.0,water, in the discharge tube and the the basic substances has a boiling point above latter may be 
423,1.0,water, the diffusion of vapour 
424,1.0,water, transport of heat from the soil surface into the soil profile 
425,1.0,water, a longer residing time of particle inside the plasma 
426,1.0,water, an increased energy present and occurs rapidly 
427,1.0,water, the kinetic isotope effect 
428,1.0,water, microscopic processes just outside the '' `` horizon 
429,1.0,water, high dust temperature 
430,1.0,water, out overnight and the water level is found to drop
431,1.0,liquid,at the saturation condition and the heat provided by the wall 
432,1.0,liquid, the temperature of the waste 
433,1.0,liquid," , a complete reversal of the other situ - ations "
434,1.0,liquid, rapid warming of the particles which are either sedimenting and/or are blown downward 
435,1.0,liquid," in a dry , sealed bottle "
436,1.0,liquid, the inlet of hot gases -lrb- dispersed phase -rrb- 
437,1.0,liquid, the capillary rise of groundwater into the evaporation-influenced soil zone 
438,1.0,liquid, which 
439,1.0,liquid, at a depth of 1/7 
440,1.0,liquid, and the tiny droplets of liquid are converted into vapor 
441,1.0,liquid, warm enough that they turn into vapours and leave the cup and escape into the air 
442,1.0,liquid, temperatures well in excess of melt temperature of the powder particles -lrb- gao 
443,1.0,liquid, in the discharge tube and the the basic substances has a boiling point above latter may be 
444,1.0,liquid, the diffusion of vapour 
445,1.0,liquid, transport of heat from the soil surface into the soil profile 
446,1.0,liquid, a longer residing time of particle inside the plasma 
447,1.0,liquid, an increased energy present and occurs rapidly 
448,1.0,liquid, the kinetic isotope effect 
449,1.0,liquid, microscopic processes just outside the '' `` horizon 
450,1.0,liquid, high dust temperature 
451,1.0,liquid, out overnight and the water level is found to drop
452,0.0001,need,them from an area of high concentration to an area of low concentration 
453,0.0001,need, absorption of the waves ' toroidal angular momentum 
454,0.0001,need," with gas molecules , which extends their path through the filter and increases the likelihood that they will "
455,0.0001,need, random molecular motion due to the thermal kinetic energy of the solute 
456,0.0001,need, it 
457,0.0001,need, the surface of the fibers 
458,0.0001,need, from an area of high concentration -lrb- of that 
459,0.0001,need, or move molecules or ions from 
460,0.0001,need," brownian motion , a jittery random motion of particles "
461,0.0001,need, o a concentration gradient 
462,0.0001,need, in body fluids around or within the beads and migrate away from the beads 
463,0.0001,need, breathable building materials 
464,0.0001,need, random movement of ions and collisions 
465,0.0001,need, two infinite parallel boundary planes and concentrations that are constant along any plane parallel to these 
466,0.0001,need, transitions of particles from trajectories localized in the convective cells of electromagnetic fluctuations to trajectories aligned in the 
467,0.0001,need, collision of gas molecules with each other -lrb- bulk diffusion 
468,0.0001,need, through solid interior materials 
469,0.0001,need," molecule movement energy , thermal conductivity and concentration of gas molecules "
470,0.0001,need, the random movement of molecules in the solution arising from collisions between molecules 
471,0.0001,need, regulation 
472,0.0001,need," molecular motion , as would be the case with cerebrospinal fluid "
473,0.0001,need, brownian motion of particles 
474,0.0001,need, to a new location 
475,0.0001,need, the discontinuity of the cell 
476,0.0001,need, activated adsorption 
477,0.0001,need," -lrb- in time , like a fractal time process , or in space -rrb- "
478,0.0001,need, thermally-activated random motion of atoms 
479,0.0001,need, waves 
480,0.0001,need, charged particles getting confined by galactic magnetic fields 
